"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","lifespan","avg_order_value","avg_monthly_spend"
8122,"AW00019121","Kaitlyn Blue","47","40-49","New","2013-04-03","144","1","9855","75","5","0","9855","9855"
8123,"AW00019122","Abigail Hughes","48","40-49","New","2013-04-03","144","1","8835","60","4","0","8835","8835"
8124,"AW00019123","Emma Washington","44","40-49","New","2013-06-29","142","1","17550","30","2","0","17550","17550"
8125,"AW00019124","Cody Bailey","50","50 and above","New","2013-12-24","136","1","26325","30","2","0","26325","26325"
8126,"AW00019125","Cameron Russell","52","50 and above","New","2013-12-01","136","1","26040","30","2","0","26040","26040"
8127,"AW00019126","Kristopher Kapoor","43","40-49","New","2013-09-26","139","1","1050","15","1","0","1050","1050"
8128,"AW00019127","Alexa Sanchez","49","40-49","New","2013-04-17","144","1","8700","45","3","0","8700","8700"
8129,"AW00019128","Madison Jackson","44","40-49","New","2013-04-13","144","1","9645","75","5","0","9645","9645"
8130,"AW00019129","Carson Simmons","49","40-49","New","2013-04-03","144","1","9585","75","5","0","9585","9585"
8131,"AW00019130","Madeline Baker","43","40-49","New","2013-05-04","143","1","9975","75","5","0","9975","9975"
8132,"AW00019131","Mason Blue","46","40-49","New","2013-12-12","136","1","25875","30","2","0","25875","25875"
8133,"AW00019132","Benjamin Washington","52","50 and above","New","2013-12-20","136","1","1050","15","1","0","1050","1050"
8134,"AW00019133","Logan Martinez","46","40-49","New","2013-12-11","136","1","25515","15","1","0","25515","25515"
8135,"AW00019134","Sierra Allen","52","50 and above","New","2013-08-24","140","1","1050","15","1","0","1050","1050"
8136,"AW00019135","Logan Brown","48","40-49","New","2013-04-06","144","1","1050","15","1","0","1050","1050"
8137,"AW00019136","Richard Cook","53","50 and above","New","2013-05-03","143","1","1185","30","2","0","1185","1185"
8138,"AW00019137","Eric Russell","48","40-49","New","2013-12-12","136","1","26040","30","2","0","26040","26040"
8139,"AW00019138","Eric Coleman","53","50 and above","New","2013-11-30","137","1","1050","15","1","0","1050","1050"
8140,"AW00019139","Oscar Simmons","42","40-49","New","2013-05-21","143","1","1050","15","1","0","1050","1050"
8141,"AW00019140","Melanie Rogers","53","50 and above","New","2013-05-10","143","1","8475","30","2","0","8475","8475"
8142,"AW00019141","Samuel Martinez","53","50 and above","New","2013-05-02","143","1","8700","45","3","0","8700","8700"
8143,"AW00019142","Dalton Washington","52","50 and above","New","2013-05-17","143","1","9285","30","2","0","9285","9285"
8144,"AW00019143","Lauren Long","54","50 and above","New","2013-05-21","143","1","9075","75","5","0","9075","9075"
8145,"AW00019144","Edwin He","48","40-49","New","2013-05-21","143","1","9225","60","4","0","9225","9225"
8146,"AW00019145","Adriana Malhotra","54","50 and above","New","2013-09-20","139","1","2010","30","2","0","2010","2010"
8147,"AW00019146","Mariah Morgan","48","40-49","New","2013-12-25","136","1","26475","60","4","0","26475","26475"
8148,"AW00019147","Edward Thomas","50","50 and above","New","2013-10-01","138","2","1995","120","8","3","997","665.0000000000000000"
8149,"AW00019148","Cody Ramirez","49","40-49","New","2013-12-14","136","1","26265","30","2","0","26265","26265"
8150,"AW00019149","Sean Parker","44","40-49","New","2013-07-08","141","1","1860","30","2","0","1860","1860"
8151,"AW00019150","Maria Bailey","39","30-39","New","2014-01-07","135","2","990","60","4","3","495","330.0000000000000000"
8152,"AW00019151","Ian Cooper","55","50 and above","New","2013-09-28","139","1","1050","15","1","0","1050","1050"
8153,"AW00019152","Jonathan Walker","55","50 and above","New","2013-04-07","144","1","1185","30","2","0","1185","1185"
8154,"AW00019153","Dylan Griffin","50","50 and above","New","2013-06-02","142","1","1050","15","1","0","1050","1050"
8155,"AW00019154","William Sotelo","44","40-49","New","2013-12-21","136","1","1050","15","1","0","1050","1050"
8156,"AW00019155","Caroline Flores","55","50 and above","New","2013-05-05","143","1","1185","30","2","0","1185","1185"
8157,"AW00019156","Julia Jenkins","55","50 and above","New","2013-12-08","136","1","25920","45","3","0","25920","25920"
8158,"AW00019157","Eduardo Thompson","54","50 and above","New","2013-12-26","136","1","25515","15","1","0","25515","25515"
8159,"AW00019158","Destiny Griffin","50","50 and above","New","2013-12-12","136","1","26040","30","2","0","26040","26040"
8160,"AW00019159","Richard Gonzalez","55","50 and above","New","2013-01-13","147","1","16800","15","1","0","16800","16800"
8161,"AW00019160","Sara Perez","56","50 and above","New","2013-01-19","147","1","17745","45","3","0","17745","17745"
8162,"AW00019161","Jeremiah Hughes","56","50 and above","New","2013-05-01","143","1","8775","75","5","0","8775","8775"
8163,"AW00019162","Peter Raji","55","50 and above","New","2013-04-30","144","1","8460","60","4","0","8460","8460"
8164,"AW00019163","Riley Bailey","45","40-49","New","2013-05-24","143","1","8100","15","1","0","8100","8100"
8165,"AW00019164","Danielle Morgan","51","50 and above","New","2013-05-17","143","1","9450","60","4","0","9450","9450"
8166,"AW00019165","Miranda Russell","51","50 and above","New","2013-05-29","143","1","9510","60","4","0","9510","9510"
8167,"AW00019166","Olivia Jenkins","45","40-49","New","2013-09-13","139","1","1050","15","1","0","1050","1050"
8168,"AW00019167","Caitlin Morgan","45","40-49","New","2013-01-01","147","1","16800","15","1","0","16800","16800"
8169,"AW00019168","Nathan Kumar","56","50 and above","New","2013-02-03","146","1","1800","30","2","0","1800","1800"
8170,"AW00019169","Arianna Bryant","55","50 and above","New","2013-01-25","147","1","17550","30","2","0","17550","17550"
8171,"AW00019170","Luis Campbell","55","50 and above","New","2013-01-16","147","1","17265","60","4","0","17265","17265"
8172,"AW00019171","Melanie Torres","56","50 and above","New","2013-01-11","147","1","17610","30","2","0","17610","17610"
8173,"AW00019172","Calvin Luo","40","40-49","VIP","2013-06-06","142","2","24135","60","4","17","12067","1419.7058823529411765"
8174,"AW00019173","Kelli Lal","45","40-49","VIP","2013-07-21","141","2","23910","45","3","17","11955","1406.4705882352941176"
8175,"AW00019174","Katelyn Howard","45","40-49","VIP","2013-11-21","137","2","37260","30","2","20","18630","1863.0000000000000000"
8176,"AW00019175","Wayne Sharma","47","40-49","New","2013-07-17","141","1","375","15","1","0","375","375"
8177,"AW00019176","Ebony Vazquez","47","40-49","New","2013-11-27","137","1","960","45","3","0","960","960"
8178,"AW00019177","Donna Chander","46","40-49","New","2013-02-20","146","1","585","30","2","0","585","585"
8179,"AW00019178","Sarah Miller","47","40-49","New","2013-04-20","144","1","375","15","1","0","375","375"
8180,"AW00019179","Gloria Sanz","47","40-49","New","2013-11-06","137","1","195","30","2","0","195","195"
8181,"AW00019180","Joan Navarro","47","40-49","New","2013-10-05","138","1","600","30","2","0","600","600"
8182,"AW00019181","Chad Pal","47","40-49","VIP","2013-11-17","137","2","37785","45","3","20","18892","1889.2500000000000000"
8183,"AW00019182","Lance Dominguez","41","40-49","New","2013-03-21","145","1","600","30","2","0","600","600"
8184,"AW00019183","Edwin Raje","48","40-49","New","2013-09-07","139","1","735","45","3","0","735","735"
8185,"AW00019184","Emily Hayes","42","40-49","New","2013-04-08","144","1","375","15","1","0","375","375"
8186,"AW00019185","Jacqueline Bradley","47","40-49","New","2013-02-15","146","1","885","30","2","0","885","885"
8187,"AW00019186","Bob Garcia","43","40-49","VIP","2013-10-28","138","2","23430","45","3","21","11715","1115.7142857142857143"
8188,"AW00019187","Karl Pal","48","40-49","New","2013-10-15","138","1","2205","45","3","0","2205","2205"
8189,"AW00019188","Dalton Anderson","48","40-49","VIP","2013-11-20","137","2","40980","75","5","14","20490","2927.1428571428571429"
8190,"AW00019189","Morgan Price","48","40-49","New","2013-05-25","143","1","435","30","2","0","435","435"
8191,"AW00019190","Carl Shen","48","40-49","New","2013-09-07","139","1","405","30","2","0","405","405"
8192,"AW00019191","Keith Chande","48","40-49","New","2013-06-08","142","1","1125","30","2","0","1125","1125"
8193,"AW00019192","Erika Ruiz","49","40-49","VIP","2013-09-21","139","2","25230","60","4","18","12615","1401.6666666666666667"
8194,"AW00019193","Omar Lal","48","40-49","VIP","2013-10-13","138","2","24135","75","5","19","12067","1270.2631578947368421"
8195,"AW00019194","Cesar Garcia","49","40-49","VIP","2013-06-14","142","2","23835","75","5","14","11917","1702.5000000000000000"
8196,"AW00019195","Darren Romero","43","40-49","VIP","2013-10-26","138","2","24555","90","6","20","12277","1227.7500000000000000"
8197,"AW00019196","April She","43","40-49","VIP","2013-11-09","137","3","69855","105","7","13","23285","5373.4615384615384615"
8198,"AW00019197","Briana Sandoval","48","40-49","VIP","2013-11-15","137","3","69135","105","7","13","23045","5318.0769230769230769"
8199,"AW00019198","Melissa Brooks","38","30-39","New","2013-01-16","147","1","17325","30","2","0","17325","17325"
8200,"AW00019199","David Williams","44","40-49","New","2013-01-24","147","1","17010","45","3","0","17010","17010"
8201,"AW00019200","Luke Henderson","53","50 and above","New","2013-12-29","136","2","1635","75","5","1","817","1635.0000000000000000"
8202,"AW00019201","Charles Brooks","53","50 and above","New","2013-01-27","147","1","16800","15","1","0","16800","16800"
8203,"AW00019202","Brianna Lee","53","50 and above","New","2013-01-15","147","1","17550","30","2","0","17550","17550"
8204,"AW00019203","Darren Navarro","66","50 and above","New","2013-09-18","139","1","8100","15","1","0","8100","8100"
8205,"AW00019204","Sydney Evans","66","50 and above","New","2013-10-15","138","1","8100","15","1","0","8100","8100"
8206,"AW00019205","James Perry","60","50 and above","New","2013-12-14","136","1","18750","30","2","0","18750","18750"
8207,"AW00019206","Destiny Cooper","50","50 and above","New","2013-10-09","138","1","8310","45","3","0","8310","8310"
8208,"AW00019207","Jeremiah Turner","54","50 and above","New","2013-05-17","143","1","11865","60","4","0","11865","11865"
8209,"AW00019208","Angelica Diaz","65","50 and above","New","2013-07-09","141","1","1485","60","4","0","1485","1485"
8210,"AW00019209","Alexandra Nelson","65","50 and above","New","2013-10-24","138","1","8625","30","2","0","8625","8625"
8211,"AW00019210","Alexis Price","59","50 and above","New","2013-12-17","136","1","75","15","1","0","75","75"
8212,"AW00019211","Anna Lee","65","50 and above","New","2013-01-24","147","1","16800","15","1","0","16800","16800"
8213,"AW00019212","Brianna Clark","59","50 and above","New","2013-01-12","147","1","17610","30","2","0","17610","17610"
8214,"AW00019213","Amanda Simmons","64","50 and above","New","2013-01-19","147","1","17325","30","2","0","17325","17325"
8215,"AW00019214","Cassidy Powell","63","50 and above","New","2013-03-08","145","1","75","15","1","0","75","75"
8216,"AW00019215","Edward Hall","57","50 and above","New","2013-10-26","138","1","1860","45","3","0","1860","1860"
8217,"AW00019216","Gabriel Lopez","63","50 and above","New","2013-04-29","144","1","825","30","2","0","825","825"
8218,"AW00019217","Jose Nelson","52","50 and above","New","2013-11-28","137","3","2775","120","8","9","925","308.3333333333333333"
8219,"AW00019218","Nathaniel Brooks","63","50 and above","New","2013-03-11","145","1","1995","45","3","0","1995","1995"
8220,"AW00019219","Mary Peterson","62","50 and above","New","2013-04-22","144","1","1185","30","2","0","1185","1185"
8221,"AW00019220","Mariah Sanchez","62","50 and above","New","2014-01-13","135","3","1455","120","6","10","485","145.5000000000000000"
8222,"AW00019221","Kaitlyn Williams","62","50 and above","New","2013-11-18","137","1","900","30","2","0","900","900"
8223,"AW00019222","Jordan Hall","57","50 and above","New","2013-12-12","136","1","825","30","2","0","825","825"
8224,"AW00019223","Jacqueline Cook","50","50 and above","New","2013-12-31","135","3","1260","90","5","9","420","140.0000000000000000"
8225,"AW00019224","Stephanie Henderson","62","50 and above","New","2013-11-01","137","3","5280","135","8","5","1760","1056.0000000000000000"
8226,"AW00019225","Jeremy Watson","62","50 and above","New","2012-12-31","147","1","18285","45","3","0","18285","18285"
8227,"AW00019226","Neil Carlson","44","40-49","New","2014-01-23","135","1","1800","30","2","0","1800","1800"
8228,"AW00019227","Logan Nelson","55","50 and above","New","2013-03-13","145","1","1050","15","1","0","1050","1050"
8229,"AW00019228","Morgan Ramirez","61","50 and above","New","2013-09-20","139","1","1860","30","2","0","1860","1860"
8230,"AW00019229","David Robinson","61","50 and above","New","2013-10-27","138","1","1860","30","2","0","1860","1860"
8231,"AW00019230","Joy Moreno","61","50 and above","New","2013-12-21","136","1","1185","30","2","0","1185","1185"
8232,"AW00019231","Meghan Gill","56","50 and above","New","2013-06-28","142","1","1050","15","1","0","1050","1050"
8233,"AW00019232","Candice Chow","54","50 and above","New","2013-10-31","137","2","915","45","3","5","457","183.0000000000000000"
8234,"AW00019233","Omar Andersen","54","50 and above","New","2013-04-09","144","1","1050","15","1","0","1050","1050"
8235,"AW00019234","Micah Zheng","41","40-49","New","2013-12-11","136","1","1800","30","2","0","1800","1800"
8236,"AW00019235","Kayla Bennett","47","40-49","New","2013-10-14","138","1","1800","30","2","0","1800","1800"
8237,"AW00019236","Chloe Phillips","47","40-49","New","2013-12-19","136","1","1800","30","2","0","1800","1800"
8238,"AW00019237","Kristy Gomez","46","40-49","New","2013-12-01","136","1","1050","15","1","0","1050","1050"
8239,"AW00019238","Isabella West","41","40-49","New","2013-05-13","143","1","1050","15","1","0","1050","1050"
8240,"AW00019239","Jeremy Alexander","46","40-49","New","2013-12-20","136","1","1185","30","2","0","1185","1185"
8241,"AW00019240","Theresa Jimenez","46","40-49","New","2013-01-21","147","1","17325","30","2","0","17325","17325"
8242,"AW00019241","Diane Dominguez","46","40-49","New","2013-02-15","146","1","2220","45","3","0","2220","2220"
8243,"AW00019242","Devin Baker","45","40-49","New","2013-04-28","144","1","1050","15","1","0","1050","1050"
8244,"AW00019243","James Thomas","41","40-49","New","2013-06-04","142","1","1050","15","1","0","1050","1050"
8245,"AW00019244","Sebastian Ward","40","40-49","New","2013-05-02","143","1","2010","30","2","0","2010","2010"
8246,"AW00019245","Isaiah King","43","40-49","New","2013-07-06","141","1","1800","30","2","0","1800","1800"
8247,"AW00019246","Carlos Campbell","48","40-49","New","2013-07-10","141","1","1050","15","1","0","1050","1050"
8248,"AW00019247","Michele Martinez","45","40-49","New","2013-02-13","146","1","375","15","1","0","375","375"
